,ensembl_gene_id,symbol,description,go_terms,text_score,degree,betweenness,eigenvector,prop_score,final_score
3,ENSG00000124762,CDKN1A,cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784],"['DNA damage response', 'DNA damage response, signal transduction by p53 class mediator', 'G1/S transition of mitotic cell cycle', 'GO:0070557', 'GO:0071479', 'GO:0071480', 'GO:0071493', 'GO:0120283', 'GO:0140311', 'Ras protein signal transduction', 'cellular response to amino acid starvation', 'cellular response to cell-matrix adhesion', 'cellular senescence', 'cyclin binding', 'cyclin-dependent protein kinase activating kinase activity', 'cyclin-dependent protein kinase holoenzyme complex', 'cyclin-dependent protein serine/threonine kinase inhibitor activity', 'cytoplasm', 'cytosol', 'epidermis development', 'fibroblast proliferation', 'heart development', 'import into nucleus', 'in utero embryonic development', 'intrinsic apoptotic signaling pathway', 'intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator', 'keratinocyte differentiation', 'keratinocyte proliferation', 'metal ion binding', 'mitotic G1 DNA damage checkpoint signaling', 'mitotic G2 DNA damage checkpoint signaling', 'molecular function activator activity', 'molecular function inhibitor activity', 'negative regulation of DNA biosynthetic process', 'negative regulation of G1/S transition of mitotic cell cycle', 'negative regulation of cardiac muscle tissue regeneration', 'negative regulation of cell growth', 'negative regulation of cell population proliferation', 'negative regulation of cyclin-dependent protein kinase activity', 'negative regulation of gene expression', 'negative regulation of growth', 'negative regulation of macromolecule biosynthetic process', 'negative regulation of vascular associated smooth muscle cell proliferation', 'nuclear body', 'nucleolus', 'nucleoplasm', 'nucleus', 'oncogene-induced cell senescence', 'positive regulation of B cell proliferation', 'positive regulation of DNA replication', 'positive regulation of cell population proliferation', 'positive regulation of fibroblast proliferation', 'positive regulation of programmed cell death', 'positive regulation of protein kinase activity', 'positive regulation of reactive oxygen species metabolic process', 'protein binding', 'protein import into nucleus', 'protein kinase binding', 'protein kinase inhibitor activity', 'protein-containing complex', 'protein-containing complex binding', 'regulation of DNA biosynthetic process', 'regulation of G1/S transition of mitotic cell cycle', 'regulation of G2/M transition of mitotic cell cycle', 'regulation of cell cycle', 'regulation of cell cycle G1/S phase transition', 'regulation of mitotic cell cycle', 'replicative senescence', 'response to UV', 'signal transduction by p53 class mediator', 'signal transduction in response to DNA damage', 'stress-induced premature senescence', 'tissue regeneration', 'ubiquitin protein ligase binding', 'wound healing', 'zinc ion binding']",2,0.10344827586206896,0.0,0.0,0.0,2.0517241379310347
0,ENSG00000173641,HSPB7,heat shock protein family B (small) member 7 [Source:HGNC Symbol;Acc:HGNC:5249],"['Cajal body', 'GO:0016235', 'actin cytoskeleton', 'cytoplasm', 'filamin binding', 'heart development', 'nucleoplasm', 'nucleus', 'protein binding', 'regulation of heart contraction', 'response to unfolded protein']",2,0.03389830508474576,0.0,0.0,0.0,2.016949152542373
0,ENSG00000142156,COL6A1,collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211],"['2-oxoglutarate metabolic process', 'GO:0016529', 'GO:0036022', 'GO:0042383', 'GO:0070062', 'GO:0070341', 'adipose tissue development', 'anatomical structure morphogenesis', 'apoptotic nuclear changes', 'apoptotic process', 'autophagy', 'basement membrane', 'basement membrane organization', 'bone development', 'bone mineralization', 'canonical Wnt signaling pathway', 'cartilage development', 'caveola assembly', 'cell adhesion', 'cell differentiation', 'cell morphogenesis', 'cellular response to amino acid stimulus', 'circadian rhythm', 'collagen binding', 'collagen fibril organization', 'collagen metabolic process', 'collagen trimer', 'collagen type VI trimer', 'endodermal cell differentiation', 'endoplasmic reticulum', 'endoplasmic reticulum lumen', 'energy homeostasis', 'energy reserve metabolic process', 'extracellular matrix', 'extracellular matrix assembly', 'extracellular matrix structural constituent conferring tensile strength', 'extracellular region', 'gene expression', 'glycolytic process', 'hair follicle development', 'heart development', 'homeostasis of number of cells', 'inflammatory response', 'insulin receptor signaling pathway', 'insulin-like growth factor receptor signaling pathway', 'intracellular vesicle', 'lung alveolus development', 'lung development', 'lung epithelial cell differentiation', 'lung morphogenesis', 'lysosomal membrane', 'lysosome', 'membrane', 'mitochondrial depolarization', 'mitochondrial transmembrane transport', 'mitochondrion', 'mitochondrion organization', 'multicellular organismal locomotion', 'muscle cell apoptotic process', 'muscle cell development', 'muscle organ development', 'muscle structure development', 'muscle system process', 'myelination in peripheral nervous system', 'myofibril', 'nervous system process', 'neuron apoptotic process', 'ossification', 'osteoblast differentiation', 'peripheral nervous system development', 'phosphatidylinositol 3-kinase/protein kinase B signal transduction', 'platelet-derived growth factor binding', 'protein binding', 'protein tetramerization', 'protein-containing complex', 'reactive oxygen species metabolic process', 'reduction of food intake in response to dietary excess', 'regulation of cell size', 'regulation of collagen fibril organization', 'respiratory system process', 'response to UV', 'response to activity', 'response to bleomycin', 'response to decreased oxygen levels', 'response to lipid', 'response to lipopolysaccharide', 'response to mechanical stimulus', 'response to muscle activity', 'response to pain', 'response to peptide', 'response to polyamine macromolecule', 'response to reactive oxygen species', 'response to toxic substance', 'response to wounding', 'response to xenobiotic stimulus', 'sensory perception of mechanical stimulus', 'single fertilization', 'skeletal muscle fiber development', 'skeletal muscle fiber differentiation', 'skeletal muscle organ development', 'skeletal muscle tissue development', 'skeletal muscle tissue growth', 'skeletal muscle tissue regeneration', 'skin development', 'tissue development', 'tissue remodeling', 'transmission of nerve impulse', 'tricarboxylic acid cycle', 'uterus development']",2,0.017857142857142856,0.0,0.0,0.0,2.0089285714285716
6,ENSG00000233276,GPX1,glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553],"['GO:0008631', 'GO:0009609', 'GO:0009650', 'GO:0010332', 'GO:0017124', 'GO:0042542', 'GO:0045454', 'Lewy body', 'angiogenesis involved in wound healing', 'apoptotic process', 'arachidonate metabolic process', 'biological process involved in interaction with symbiont', 'blood vessel endothelial cell migration', 'cellular oxidant detoxification', 'cellular response to glucose stimulus', 'cellular response to oxidative stress', 'cytoplasm', 'cytosol', 'endothelial cell development', 'epigenetic regulation of gene expression', 'fat cell differentiation', 'fibroblast proliferation', 'glutathione metabolic process', 'glutathione peroxidase activity', 'heart contraction', 'hydrogen peroxide catabolic process', 'lipid metabolic process', 'lipoxygenase pathway', 'mitochondrial matrix', 'mitochondrion', 'myoblast differentiation', 'myoblast proliferation', 'myotube differentiation', 'negative regulation of extrinsic apoptotic signaling pathway via death domain receptors', 'negative regulation of inflammatory response to antigenic stimulus', 'negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway', 'negative regulation of release of cytochrome c from mitochondria', 'neuron apoptotic process', 'oxidoreductase activity', 'peroxidase activity', 'phospholipid-hydroperoxide glutathione peroxidase activity', 'positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction', 'positive regulation of supramolecular fiber organization', 'protein binding', 'protein tyrosine kinase binding', 'regulation of mammary gland epithelial cell proliferation', 'regulation of proteasomal protein catabolic process', 'response to estradiol', 'response to folic acid', 'response to glucose', 'response to hormone', 'response to hydroperoxide', 'response to lipopolysaccharide', 'response to nicotine', 'response to oxidative stress', 'response to reactive oxygen species', 'response to selenium ion', 'response to toxic substance', 'response to vitamin E', 'response to wounding', 'response to xenobiotic stimulus', 'sensory perception of sound', 'skeletal muscle fiber development', 'skeletal muscle tissue regeneration', 'temperature homeostasis', 'triglyceride metabolic process', 'vasodilation']",2,0.0,0.0,0.0,0.0,2.0
0,ENSG00000167658,EEF2,eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3214],"['5S rRNA binding', 'GO:0016235', 'GO:0042542', 'GO:0070062', 'GO:0106222', 'GO:0140242', 'GTP binding', 'GTPase activity', 'RNA binding', 'actin filament binding', 'cadherin binding', 'cellular response to brain-derived neurotrophic factor stimulus', 'cytoplasm', 'cytosol', 'extracellular region', 'ficolin-1-rich granule lumen', 'glial cell proliferation', 'glutamatergic synapse', 'hematopoietic progenitor cell differentiation', 'hydrolase activity', 'membrane', 'nucleotide binding', 'nucleus', 'p53 binding', 'plasma membrane', 'positive regulation of cytoplasmic translation', 'positive regulation of translation', 'postsynapse', 'protein binding', 'protein kinase binding', 'response to endoplasmic reticulum stress', 'response to estradiol', 'response to ethanol', 'response to folic acid', 'response to ischemia', 'response to xenobiotic stimulus', 'ribonucleoprotein complex', 'ribosome', 'ribosome binding', 'secretory granule lumen', 'skeletal muscle cell differentiation', 'skeletal muscle contraction', 'synapse', 'translation', 'translation elongation factor activity', 'translational elongation']",1,0.9423076923076924,0.15788735221543446,0.0,0.0,1.5500975222615634
7,ENSG00000128591,FLNC,filamin C [Source:HGNC Symbol;Acc:HGNC:3756],"['GO:0016528', 'GO:0042383', 'Z disc', 'actin binding', 'actin cytoskeleton organization', 'actin filament binding', 'ankyrin binding', 'costamere', 'cytoplasm', 'cytoskeletal protein binding', 'cytoskeleton', 'cytosol', 'focal adhesion', 'identical protein binding', 'intercellular bridge', 'membrane', 'muscle cell development', 'plasma membrane', 'protein binding', 'sarcomere organization']",1,0.6851851851851851,0.368447309965236,0.0,0.007642312502720511,1.534458560077931
1,ENSG00000107796,ACTA2,"actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]","['ATP binding', 'GO:0061870', 'GO:0061874', 'GO:0070062', 'GO:0070374', 'GO:0071560', 'actin cytoskeleton', 'basement membrane', 'cell body', 'cytoplasm', 'cytoskeleton', 'cytosol', 'extracellular space', 'filopodium', 'glomerular mesangial cell development', 'hydrolase activity', 'juxtaglomerular apparatus development', 'lamellipodium', 'mesenchyme migration', 'motile cilium', 'muscle contraction', 'nucleotide binding', 'positive regulation of gene expression', 'positive regulation of hepatic stellate cell activation', 'protein binding', 'protein kinase binding', 'protein-containing complex', 'regulation of blood pressure', 'response to virus', 'smooth muscle contractile fiber', 'stress fiber', 'vascular associated smooth muscle contraction']",1,0.6440677966101694,0.04365747931260559,0.0,0.003778342229816747,1.3476409801912042
2,ENSG00000197956,S100A6,S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496],"['GO:0070062', 'S100 protein binding', 'axonogenesis', 'calcium ion binding', 'calcium-dependent protein binding', 'cytoplasm', 'cytoplasmic side of plasma membrane', 'cytosol', 'extracellular matrix', 'extracellular region', 'identical protein binding', 'membrane', 'metal ion binding', 'monoatomic ion transmembrane transport', 'monoatomic ion transmembrane transporter activity', 'nuclear envelope', 'nucleus', 'perinuclear region of cytoplasm', 'plasma membrane', 'positive regulation of fibroblast proliferation', 'protein binding', 'protein homodimerization activity', 'ruffle', 'signal transduction', 'tropomyosin binding', 'zinc ion binding']",1,0.22033898305084745,0.15402191969988585,0.0,0.0,1.1871804513753665
8,ENSG00000154277,UCHL1,ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513],"['adult walking behavior', 'alpha-2A adrenergic receptor binding', 'axon', 'axon cytoplasm', 'axon target recognition', 'axonal transport of mitochondrion', 'axonogenesis', 'cellular response to xenobiotic stimulus', 'cysteine-type deubiquitinase activity', 'cysteine-type endopeptidase activity', 'cysteine-type peptidase activity', 'cytoplasm', 'cytosol', 'eating behavior', 'endoplasmic reticulum', 'endoplasmic reticulum membrane', 'hydrolase activity', 'male germ cell proliferation', 'membrane', 'muscle cell development', 'negative regulation of MAPK cascade', 'neuromuscular process', 'neuron projection terminus', 'neuronal cell body', 'nucleoplasm', 'omega peptidase activity', 'peptidase activity', 'plasma membrane', 'positive regulation of glycolytic process', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'protein binding', 'protein catabolic process', 'protein deubiquitination', 'proteolysis', 'regulation of macroautophagy', 'response to ischemia', 'ribosome binding', 'signaling receptor inhibitor activity', 'ubiquitin binding', 'ubiquitin protein ligase binding', 'ubiquitin-dependent protein catabolic process']",1,0.3620689655172414,0.004048099510894429,0.0,0.0,1.183058532514068
7,ENSG00000011465,DCN,decorin [Source:HGNC Symbol;Acc:HGNC:2705],"['Golgi lumen', 'RNA binding', 'animal organ morphogenesis', 'extracellular matrix', 'extracellular matrix binding', 'extracellular matrix structural constituent conferring compression resistance', 'extracellular region', 'extracellular space', 'glycosaminoglycan binding', 'lysosomal lumen', 'negative regulation of angiogenesis', 'negative regulation of endothelial cell migration', 'negative regulation of vascular endothelial growth factor signaling pathway', 'positive regulation of autophagy', 'positive regulation of macroautophagy', 'positive regulation of mitochondrial depolarization', 'positive regulation of mitochondrial fission', 'positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction', 'positive regulation of transcription by RNA polymerase II', 'protein binding']",1,0.2982456140350877,0.04641255082984407,0.0,0.0003227568073124537,1.1726518392397784
9,ENSG00000161011,SQSTM1,sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280],"['GO:0000407', 'GO:0000425', 'GO:0016235', 'GO:0016605', 'GO:0042169', 'GO:0070062', 'GO:0070342', 'GO:0070530', 'GO:0070534', 'GO:0098780', 'GO:0140311', 'Lewy body', 'P-body', 'aggrephagy', 'amphisome', 'apoptotic process', 'autolysosome', 'autophagosome', 'autophagy', 'autophagy of mitochondrion', 'cell differentiation', 'cellular response to stress', 'cytoplasm', 'cytoplasmic vesicle', 'cytosol', 'endoplasmic reticulum', 'endosomal transport', 'endosome', 'endosome organization', 'energy homeostasis', 'enzyme binding', 'glutamatergic synapse', 'identical protein binding', 'immune system process', 'inclusion body', 'intracellular membraneless organelle', 'intracellular signal transduction', 'ionotropic glutamate receptor binding', 'late endosome', 'lysosome', 'macroautophagy', 'membraneless organelle assembly', 'metal ion binding', 'mitochondrion', 'mitophagy', 'molecular condensate scaffold activity', 'molecular sequestering activity', 'negative regulation of ferroptosis', 'negative regulation of protein ubiquitination', 'negative regulation of toll-like receptor 4 signaling pathway', 'negative regulation of transcription by RNA polymerase II', 'nucleoplasm', 'nucleus', 'positive regulation of apoptotic process', 'positive regulation of autophagy', 'positive regulation of long-term synaptic potentiation', 'positive regulation of protein localization to plasma membrane', 'positive regulation of transcription by RNA polymerase II', 'protein binding', 'protein catabolic process', 'protein import into nucleus', 'protein kinase C binding', 'protein kinase binding', 'protein localization', 'protein localization to perinuclear region of cytoplasm', 'protein targeting to vacuole involved in autophagy', 'protein-containing complex binding', 'protein-macromolecule adaptor activity', 'receptor tyrosine kinase binding', 'regulation of Ras protein signal transduction', 'regulation of canonical NF-kappaB signal transduction', 'regulation of mitochondrion organization', 'regulation of protein complex stability', 'response to ischemia', 'sarcomere', 'signaling adaptor activity', 'signaling receptor activity', 'sperm midpiece', 'synapse', 'temperature homeostasis', 'toll-like receptor 4 signaling pathway', 'transcription by RNA polymerase II', 'ubiquitin binding', 'ubiquitin protein ligase binding', 'ubiquitin-dependent protein catabolic process', 'ubiquitin-modified protein reader activity', 'zinc ion binding']",1,0.2542372881355932,0.02066451939247348,0.0,0.0,1.1374509037640332
0,ENSG00000179218,CALR,calreticulin [Source:HGNC Symbol;Acc:HGNC:1455],"['DNA binding', 'ERAD pathway', 'GO:0002502', 'GO:0009897', 'GO:0009986', 'GO:0016529', 'GO:0070062', 'GO:0098553', 'MHC class I peptide loading complex', 'RNA binding', 'acrosomal vesicle', 'calcium ion binding', 'carbohydrate binding', 'cardiac muscle cell differentiation', 'cellular response to electrical stimulus', 'cellular response to lithium ion', 'cellular response to virus', 'cellular senescence', 'complement component C1q complex binding', 'cortical actin cytoskeleton organization', 'cortical granule', 'cytolytic granule', 'cytoplasm', 'cytoplasmic vesicle', 'cytosol', 'endocytic vesicle lumen', 'endomembrane system', 'endoplasmic reticulum', 'endoplasmic reticulum lumen', 'endoplasmic reticulum membrane', 'endoplasmic reticulum quality control compartment', 'endoplasmic reticulum-Golgi intermediate compartment membrane', 'extracellular matrix', 'extracellular region', 'extracellular space', 'focal adhesion', 'glutamatergic synapse', 'hormone binding', 'integrin binding', 'intracellular calcium ion homeostasis', 'iron ion binding', 'lysosome', 'mRNA binding', 'membrane', 'metal ion binding', 'mitochondrion', 'molecular sequestering activity', 'negative regulation of DNA-templated transcription', 'negative regulation of intracellular steroid hormone receptor signaling pathway', 'negative regulation of neuron differentiation', 'negative regulation of retinoic acid receptor signaling pathway', 'negative regulation of transcription by RNA polymerase II', 'negative regulation of translation', 'negative regulation of trophoblast cell migration', 'nuclear androgen receptor binding', 'nuclear envelope', 'nuclear export signal receptor activity', 'nuclear receptor-mediated glucocorticoid signaling pathway', 'nucleus', 'peptide binding', 'perinuclear region of cytoplasm', 'phagocytic vesicle membrane', 'positive regulation of cell cycle', 'positive regulation of cell population proliferation', 'positive regulation of dendritic cell chemotaxis', 'positive regulation of endothelial cell migration', 'positive regulation of gene expression', 'positive regulation of non-canonical NF-kappaB signal transduction', 'positive regulation of phagocytosis', 'positive regulation of substrate adhesion-dependent cell spreading', 'postsynapse', 'protein binding', 'protein export from nucleus', 'protein folding', 'protein folding chaperone', 'protein folding in endoplasmic reticulum', 'protein localization to nucleus', 'protein maturation', 'protein stabilization', 'protein-containing complex', 'protein-folding chaperone binding', 'regulation of DNA-templated transcription', 'regulation of apoptotic process', 'regulation of meiotic nuclear division', 'response to biphenyl', 'response to estradiol', 'response to glycoside', 'response to peptide', 'response to testosterone', 'response to xenobiotic stimulus', 'ribosome', 'sarcoplasmic reticulum lumen', 'sequestering of calcium ion', 'smooth endoplasmic reticulum', 'spermatogenesis', 'ubiquitin protein ligase binding', 'unfolded protein binding', 'zinc ion binding']",1,0.1896551724137931,0.006111091467758833,0.0,0.0,1.097883131940776
6,ENSG00000149925,ALDOA,"aldolase, fructose-bisphosphate A [Source:HGNC Symbol;Acc:HGNC:414]","['ATP biosynthetic process', 'GO:0061827', 'GO:0070061', 'GO:0070062', 'I band', 'M band', 'RNA binding', 'actin binding', 'actin cytoskeleton', 'actin filament organization', 'binding of sperm to zona pellucida', 'cadherin binding', 'cytoplasm', 'cytoskeletal protein binding', 'cytosol', 'extracellular region', 'extracellular space', 'ficolin-1-rich granule lumen', 'fructose 1,6-bisphosphate metabolic process', 'fructose metabolic process', 'fructose-bisphosphate aldolase activity', 'glycolytic process', 'identical protein binding', 'lyase activity', 'membrane', 'muscle cell cellular homeostasis', 'nucleus', 'platelet alpha granule lumen', 'protein binding', 'protein homotetramerization', 'regulation of cell shape', 'secretory granule lumen', 'striated muscle contraction', 'tertiary granule lumen', 'tubulin binding']",1,0.13559322033898305,0.0009740892265731539,0.0,0.00023622324464124504,1.0685198780274194
2,ENSG00000065978,YBX1,Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014],"['CRD-mediated mRNA stability complex', 'CRD-mediated mRNA stabilization', 'DNA binding', 'GO:0010494', 'GO:0062153', 'GO:0070062', 'GO:0098761', 'GTPase binding', 'P-body', 'RNA binding', 'RNA splicing', 'RNA transport', 'U12-type spliceosomal complex', 'chromatin binding', 'cytoplasm', 'cytosol', 'double-stranded DNA binding', 'embryonic morphogenesis', 'endoplasmic reticulum', 'epidermis development', 'extracellular region', ""histone pre-mRNA 3'end processing complex"", 'in utero embryonic development', 'mRNA binding', 'mRNA processing', 'mRNA stabilization', 'miRNA binding', 'miRNA transport', 'negative regulation of cellular senescence', 'negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay', 'negative regulation of striated muscle cell differentiation', 'negative regulation of transcription by RNA polymerase II', 'negative regulation of translation', 'nucleic acid binding', 'nucleoplasm', 'nucleus', 'plasma membrane', 'positive regulation of cell division', 'positive regulation of cytoplasmic translation', 'positive regulation of transcription by RNA polymerase II', 'protein binding', 'protein localization to cytoplasmic stress granule', 'regulation of DNA-templated transcription', 'regulation of gene expression', 'ribonucleoprotein complex', 'sequence-specific double-stranded DNA binding', 'single-stranded DNA binding', 'synapse', 'tRNA transport']",0,0.6538461538461539,0.58592175098311,0.0,0.0,0.6198839524146319
2,ENSG00000075624,ACTB,actin beta [Source:HGNC Symbol;Acc:HGNC:132],"['ATP binding', 'ATP hydrolysis activity', 'GO:0016363', 'GO:0016514', 'GO:0016586', 'GO:0070062', 'GO:0070316', 'GO:0070527', 'GO:0071564', 'GO:0071565', 'GO:0098685', 'GO:0098973', 'GO:0098974', 'GO:0140092', 'GO:0140288', 'NuA4 histone acetyltransferase complex', 'Tat protein binding', 'actin cytoskeleton', 'actin filament', 'adherens junction', 'adherens junction assembly', 'apical junction complex', 'apical protein localization', 'axon', 'axonogenesis', 'blood microparticle', 'brahma complex', 'brush border', 'calyx of Held', 'cell motility', 'cell-cell junction', 'cellular response to cytochalasin B', 'chromatin', 'chromatin remodeling', 'cortical cytoskeleton', 'cytoplasm', 'cytoplasmic ribonucleoprotein granule', 'cytoskeleton', 'cytoskeleton organization', 'cytosol', 'dense body', 'establishment or maintenance of cell polarity', 'extracellular space', 'focal adhesion', 'glutamatergic synapse', 'hydrolase activity', 'identical protein binding', 'kinesin binding', 'kinetochore', 'lamellipodium', 'maintenance of blood-brain barrier', 'membrane', 'morphogenesis of a polarized epithelium', 'negative regulation of cell differentiation', 'nitric-oxide synthase binding', 'nitric-oxide synthase regulator activity', 'nucleoplasm', 'nucleosomal DNA binding', 'nucleosome', 'nucleotide binding', 'nucleus', 'plasma membrane', 'positive regulation of DNA-templated transcription', 'positive regulation of T cell differentiation', 'positive regulation of cell differentiation', 'positive regulation of cell population proliferation', 'positive regulation of double-strand break repair', 'positive regulation of double-strand break repair via homologous recombination', 'positive regulation of myoblast differentiation', 'positive regulation of norepinephrine uptake', 'positive regulation of stem cell population maintenance', 'postsynaptic actin cytoskeleton', 'presynapse', 'protein binding', 'protein kinase binding', 'protein localization to adherens junction', 'protein-containing complex', 'regulation of G1/S transition of mitotic cell cycle', 'regulation of apoptotic process', 'regulation of cell cycle', 'regulation of double-strand break repair', 'regulation of mitotic metaphase/anaphase transition', 'regulation of norepinephrine uptake', 'regulation of nucleotide-excision repair', 'regulation of protein localization to plasma membrane', 'regulation of synaptic vesicle endocytosis', 'regulation of transcription by RNA polymerase II', 'regulation of transepithelial transport', 'ribonucleoprotein complex', 'structural constituent of cytoskeleton', 'substantia nigra development', 'synapse', 'tau protein binding', 'tight junction', 'transporter regulator activity', 'vesicle']",0,0.9830508474576272,0.21366940603094434,0.0,0.004892377352166246,0.603252504096452
4,ENSG00000221983,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:HGNC Symbol;Acc:HGNC:12458],"['GO:0070062', 'cytoplasm', 'cytoplasmic translation', 'cytosol', 'cytosolic large ribosomal subunit', 'cytosolic ribosome', 'endocytic vesicle membrane', 'endoplasmic reticulum membrane', 'endosome membrane', 'extracellular space', 'large ribosomal subunit', 'lysosomal membrane', 'mitochondrial outer membrane', 'modification-dependent protein catabolic process', 'nucleoplasm', 'nucleus', 'plasma membrane', 'protein binding', 'protein modification process', 'protein tag activity', 'protein ubiquitination', 'response to insecticide', 'ribonucleoprotein complex', 'ribosome', 'structural constituent of ribosome', 'translation', 'ubiquitin protein ligase binding', 'vesicle']",0,0.9310344827586207,0.23746321820278263,0.0,0.0,0.5842488504807016
5,ENSG00000170315,UBB,ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463],"['GO:0008584', 'GO:0008585', 'GO:0070062', 'adipose tissue development', 'cytoplasm', 'cytosol', 'endocytic vesicle membrane', 'endoplasmic reticulum membrane', 'endosome membrane', 'energy homeostasis', 'extracellular space', 'fat pad development', 'female meiosis I', 'hypothalamus gonadotrophin-releasing hormone neuron development', 'male meiosis I', 'membrane', 'mitochondrial outer membrane', 'mitochondrion', 'mitochondrion transport along microtubule', 'modification-dependent protein catabolic process', 'neuron projection', 'neuron projection morphogenesis', 'neuronal cell body', 'nucleoplasm', 'nucleus', 'plasma membrane', 'positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator', 'positive regulation of protein monoubiquitination', 'positive regulation of protein ubiquitination', 'protein binding', 'protein tag activity', 'protein ubiquitination', 'regulation of mitochondrial membrane potential', 'regulation of neuron apoptotic process', 'regulation of proteasomal protein catabolic process', 'seminiferous tubule development', 'ubiquitin protein ligase binding', 'vesicle']",0,0.9310344827586207,0.23746321820278263,0.0,0.0,0.5842488504807016
6,ENSG00000150991,UBC,ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468],"['GO:0070062', 'RNA binding', 'cytoplasm', 'cytosol', 'endocytic vesicle membrane', 'endoplasmic reticulum membrane', 'endosome membrane', 'extracellular space', 'membrane', 'metal ion binding', 'mitochondrial outer membrane', 'mitochondrion', 'modification-dependent protein catabolic process', 'nucleoplasm', 'nucleus', 'plasma membrane', 'protein binding', 'protein tag activity', 'protein ubiquitination', 'ubiquitin protein ligase binding', 'vesicle']",0,0.9137931034482758,0.22045374048550107,0.0,0.0,0.5671234219668885
2,ENSG00000177954,RPS27,ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:10416],"['DNA binding', 'GO:0032040', 'GO:0042274', 'GO:0098982', 'RNA binding', 'cytoplasm', 'cytoplasmic translation', 'cytosol', 'cytosolic ribosome', 'cytosolic small ribosomal subunit', 'glutamatergic synapse', 'metal ion binding', 'nucleolus', 'nucleoplasm', 'nucleus', 'postsynaptic density', 'presynapse', 'protein binding', 'rRNA processing', 'ribonucleoprotein complex', 'ribosomal small subunit assembly', 'ribosome', 'structural constituent of ribosome', 'translation', 'zinc ion binding']",0,1.0,0.062194845285749534,0.0,0.0,0.5310974226428747
0,ENSG00000138326,RPS24,ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:10411],"['GO:0032040', 'GO:0042274', 'RNA binding', 'cytoplasm', 'cytoplasmic translation', 'cytosol', 'cytosolic ribosome', 'cytosolic small ribosomal subunit', 'endoplasmic reticulum', 'erythrocyte homeostasis', 'membrane', 'nucleolus', 'nucleoplasm', 'nucleus', 'rRNA processing', 'ribonucleoprotein complex', 'ribosomal subunit', 'ribosome', 'small ribosomal subunit', 'structural constituent of ribosome', 'translation', 'translation initiation factor binding']",0,1.0,0.062194845285749534,0.0,0.0,0.5310974226428747
3,ENSG00000233927,RPS28,ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:10418],"['GO:0032040', 'GO:0042254', 'GO:0042274', 'GO:0070062', 'GO:0098556', 'RNA binding', 'cytoplasm', 'cytoplasmic translation', 'cytosol', 'cytosolic ribosome', 'cytosolic small ribosomal subunit', 'endoplasmic reticulum', 'maturation of SSU-rRNA', 'nucleolus', 'nucleoplasm', 'nucleus', 'protein binding', 'rRNA processing', 'ribonucleoprotein complex', 'ribosomal small subunit assembly', 'ribosome', 'rough endoplasmic reticulum', 'small ribosomal subunit', 'structural constituent of ribosome', 'synapse', 'translation']",0,1.0,0.062194845285749534,0.0,0.0,0.5310974226428747
8,ENSG00000137154,RPS6,ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:10429],"['GO:0032040', 'GO:0032868', 'GO:0042274', 'GO:0098982', 'RNA binding', 'TOR signaling', 'cell body', 'cellular response to ethanol', 'cytoplasm', 'cytoplasmic ribonucleoprotein granule', 'cytoplasmic translation', 'cytosol', 'cytosolic ribosome', 'cytosolic small ribosomal subunit', 'dendrite', 'endoplasmic reticulum', 'glucose homeostasis', 'mRNA binding', 'membrane', 'negative regulation of bicellular tight junction assembly', 'nucleolus', 'nucleoplasm', 'nucleus', 'positive regulation of apoptotic process', 'positive regulation of cell population proliferation', 'presynapse', 'protein binding', 'protein kinase binding', 'rRNA processing', 'ribonucleoprotein complex', 'ribosomal small subunit assembly', 'ribosome', 'small ribosomal subunit', 'structural constituent of ribosome', 'translation']",0,1.0,0.062194845285749534,0.0,0.0,0.5310974226428747
